booking_jurisdiction,regulator,amount,currency,channel,product_type,swift_mt,ordering_institution_bic,beneficiary_institution_bic,swift_f50_present,swift_f59_present,swift_f70_purpose,swift_f71_charges,travel_rule_complete,fx_indicator,fx_base_ccy,fx_quote_ccy,fx_applied_rate,fx_market_rate,fx_spread_bps,fx_counterparty,customer_type,customer_risk_rating,customer_is_pep,kyc_last_completed,kyc_due_date,edd_required,edd_performed,sow_documented,purpose_code,is_advised,product_complex,client_risk_profile,suitability_assessed,suitability_result,product_has_va_exposure,va_disclosure_provided,cash_id_verified,daily_cash_total_customer,daily_cash_txn_count,sanctions_screening,is_suspicious,suspicion_confidence,flagged
1,1,243996.76,2,1,5,1,64,103,False,True,120,0,False,False,8,8,0.0,0.0,0,149,2,1,False,525,502,False,True,True,8,False,False,0,True,0,False,True,True,0.0,1,0,0,0.00035079726,0
2,2,2237.91,7,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,232,242,False,True,True,6,False,False,2,True,0,False,True,False,21043.25,5,1,0,0.004198941,0
1,1,1754614.52,7,2,3,2,165,165,True,True,165,3,True,True,5,0,1.430432,1.423315,50,69,0,2,False,111,20,False,True,True,2,False,False,1,True,0,False,True,True,0.0,1,1,0,0.021675078,0
2,2,357855.13,7,2,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,206,79,False,True,True,5,False,True,1,True,0,False,True,True,0.0,1,1,0,0.0013725766,0
0,0,20000.0,0,3,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,True,801,709,True,True,True,0,False,False,0,True,0,False,True,False,0.0,1,1,0,0.011506559,0
2,2,217902.88,6,5,5,1,94,122,True,True,127,2,True,False,8,8,0.0,0.0,0,149,1,2,False,433,425,False,True,True,7,False,False,0,True,0,False,True,True,0.0,1,1,0,0.023469891,0
0,0,20000.0,0,3,0,0,131,163,True,True,73,1,True,False,8,8,0.0,0.0,0,149,1,1,False,745,745,False,True,True,6,False,False,1,True,0,False,True,False,0.0,1,1,0,0.009755248,0
0,0,14526.78,2,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,610,584,False,True,True,0,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0061475183,0
1,1,114418.28,1,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,436,429,False,True,True,7,True,False,1,True,0,False,True,True,0.0,1,0,0,0.01472914,0
1,1,297505.72,7,4,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,125,136,True,True,True,0,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0091526685,0
2,2,358691.08,3,4,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,429,447,False,True,True,0,False,False,2,True,0,False,True,True,0.0,1,1,0,0.01224387,0
2,2,1850.9,5,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,741,716,False,True,True,3,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0048533487,0
1,1,1177687.83,4,3,5,1,72,10,True,True,51,2,True,False,8,8,0.0,0.0,0,149,0,1,False,310,13,False,True,True,7,False,False,1,True,0,False,True,True,0.0,1,0,0,0.005180101,0
0,0,427485.97,5,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,338,204,False,True,True,8,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0006941824,0
1,1,11824.13,6,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,18,659,False,True,True,5,False,False,2,True,0,False,True,False,11824.13,1,0,0,0.0132575715,0
2,2,223647.42,2,6,5,1,7,139,True,True,158,0,True,True,2,5,0.94105,0.94058,5,72,2,1,False,759,789,False,True,True,8,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0030804002,0
2,2,12997.84,1,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,211,186,True,True,True,8,False,False,0,True,0,False,True,True,12997.84,1,0,0,0.0020396314,0
1,1,106669.4,4,0,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,True,74,78,True,True,True,8,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0026768695,0
0,0,118417.65,1,3,5,0,118,48,True,True,57,2,True,True,1,5,0.636278,0.549621,1576,6,2,2,False,23,684,False,True,True,2,False,False,2,True,0,False,True,True,0.0,1,1,0,0.014782754,0
2,2,2678123.6,2,6,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,True,536,461,True,True,True,7,False,False,0,True,0,False,True,True,0.0,1,1,0,0.022389807,0
1,1,753429.25,2,3,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,570,575,False,True,True,1,False,False,0,True,0,True,False,True,0.0,1,0,0,0.00053030427,0
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,True,506,523,True,True,False,2,False,False,0,True,0,False,True,False,17680.21,1,1,0,0.0010387736,0
1,1,66869.18,7,1,5,0,142,106,True,True,162,1,True,False,8,8,0.0,0.0,0,149,2,1,False,417,433,False,True,True,3,False,False,2,True,0,False,True,True,0.0,1,1,1,0.9345851,1
2,2,1198391.31,7,1,5,1,150,85,True,True,66,1,True,True,2,1,1.361133,1.358416,20,52,2,0,False,473,488,True,True,True,3,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0059350906,0
2,2,91483.31,3,2,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,471,485,False,True,True,6,False,True,2,True,0,False,True,True,0.0,1,1,1,0.9248438,1
1,1,213232.75,0,1,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,702,700,False,True,True,2,True,True,2,False,0,False,True,True,0.0,1,0,0,0.009243466,0
2,2,1037551.09,0,4,3,2,165,165,True,True,165,3,True,True,0,6,1.062386,1.059208,30,121,2,2,False,164,142,False,True,True,3,False,False,0,True,0,False,True,True,0.0,1,0,1,0.8744794,1
1,1,8829.94,2,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,42,822,True,True,True,6,False,False,0,True,0,False,True,True,0.0,1,1,0,0.011322153,0
1,1,2668594.18,4,2,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,718,699,False,True,True,3,False,False,0,True,0,False,True,True,0.0,1,0,0,0.0037321758,0
1,1,1232963.57,1,4,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,654,518,False,True,True,8,True,False,2,True,0,False,True,True,0.0,1,1,0,0.00012585081,0
1,1,319702.26,6,1,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,449,466,False,True,True,3,False,True,2,True,0,False,True,True,0.0,1,1,0,0.0029886914,0
1,1,27314.67,1,5,5,1,113,117,True,True,56,1,True,True,0,6,1.242732,1.237781,40,148,2,2,False,354,333,False,True,True,7,False,False,0,True,0,False,True,True,0.0,1,1,0,0.005351011,0
0,0,167724.89,5,3,5,0,80,46,False,True,49,1,False,False,8,8,0.0,0.0,0,149,2,1,False,721,322,False,True,True,0,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0009432799,0
0,0,412705.88,3,1,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,578,610,True,True,True,0,False,True,0,True,0,False,True,True,0.0,1,1,0,0.0011596704,0
0,0,633519.4,0,1,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,811,795,False,True,True,1,False,False,1,True,0,False,True,True,0.0,1,0,1,0.013320483,0
0,0,9253.89,3,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,303,310,False,True,True,8,False,False,2,True,0,False,True,True,9253.89,1,0,0,0.00041069603,0
0,0,268146.7,7,3,5,0,120,56,True,True,146,2,True,True,4,6,1.384469,1.381706,20,56,2,2,False,730,749,False,True,True,8,False,False,2,True,0,False,True,True,0.0,1,1,1,0.8917269,1
1,1,6946.14,7,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,86,88,True,True,True,3,False,False,0,True,0,False,True,True,0.0,1,0,0,0.018827034,0
0,0,177626.55,5,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,230,240,False,True,True,7,False,True,2,True,0,False,True,True,0.0,1,0,0,0.00028538756,0
0,0,1871.08,7,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,246,228,True,True,True,1,False,False,0,True,0,False,True,True,15759.11,4,0,0,0.0040793354,0
2,2,77412.63,4,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,368,353,False,True,True,0,False,True,0,True,0,False,True,True,0.0,1,0,0,0.0010211286,0
2,2,11064.77,2,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,492,510,True,True,True,5,False,False,1,True,0,False,True,True,11064.77,1,0,0,0.0153650455,0
1,1,144787.03,3,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,116,129,True,True,True,2,False,False,2,True,0,False,True,True,0.0,1,1,0,0.016674215,0
0,0,17278.03,4,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,255,236,False,True,True,5,False,True,0,True,0,False,True,True,0.0,1,0,0,0.0033786846,0
0,0,44307.22,6,4,5,0,100,4,True,True,142,2,True,False,8,8,0.0,0.0,0,149,1,1,False,594,316,False,True,True,2,False,False,2,True,0,False,True,True,0.0,1,0,0,0.026061878,0
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,650,654,True,True,True,2,False,False,1,True,0,False,True,False,13250.15,1,1,0,0.021120246,0
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,687,712,False,True,True,3,False,False,0,True,0,False,True,False,2683.34,1,0,0,0.0015669566,0
1,1,5242.89,1,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,275,287,False,True,True,4,False,False,2,True,0,False,True,True,0.0,1,1,0,0.017578274,0
2,2,1620851.19,4,2,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,True,648,538,True,True,True,1,False,False,2,True,0,False,True,True,0.0,1,1,0,0.006388327,0
2,2,232644.62,6,4,5,0,85,42,False,True,61,0,False,False,8,8,0.0,0.0,0,149,1,0,False,465,480,True,False,True,1,False,False,0,True,0,False,True,True,0.0,1,1,0,0.00078223256,0
2,2,8413.53,2,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,733,309,False,True,True,4,False,False,2,True,0,False,True,False,8413.53,1,0,0,0.012004495,0
2,2,3758.31,7,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,423,441,False,True,True,6,False,False,2,True,0,False,True,True,0.0,1,1,0,0.008059075,0
0,0,25723.72,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,70,816,True,True,True,2,False,False,0,True,0,False,True,True,42406.8,5,1,0,0.010939629,0
2,2,154654.08,4,1,5,0,35,55,True,True,67,1,True,False,8,8,0.0,0.0,0,149,0,1,False,213,218,False,True,True,2,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0025442264,0
0,0,5779.42,7,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,361,346,False,True,True,5,False,False,1,True,0,False,True,True,5779.42,1,0,0,0.0008921653,0
1,1,100156.08,3,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,84,85,False,True,True,6,False,False,1,True,0,False,True,True,100156.08,1,1,0,0.0029351234,0
2,2,95986.49,3,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,625,592,True,True,True,3,False,False,0,True,0,False,True,True,0.0,1,0,0,0.017730476,0
1,1,16152.38,7,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,True,268,273,True,True,True,2,False,False,2,True,0,False,True,True,0.0,1,1,0,0.059797257,0
0,0,20000.0,0,1,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,551,583,False,True,True,6,False,False,2,True,0,False,True,False,0.0,1,0,0,0.009554303,0
0,0,147633.84,1,1,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,True,704,729,True,False,True,6,False,False,2,True,0,False,True,True,0.0,1,1,0,0.010033387,0
2,2,33721.03,1,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,396,368,False,True,True,1,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0029361115,0
2,2,211011.02,0,1,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,785,808,False,True,True,0,False,True,2,True,0,False,True,True,0.0,1,1,0,0.015273244,0
0,0,1340.85,6,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,150,123,False,True,True,4,False,False,0,True,0,False,True,True,1340.85,1,1,0,0.0005230154,0
1,1,943268.26,0,2,5,0,165,165,False,True,165,3,True,True,7,2,1.115474,1.114917,5,99,1,1,False,107,118,False,True,True,7,False,False,2,True,0,False,True,True,0.0,1,0,1,0.9082433,1
1,1,266185.02,1,2,5,1,47,68,True,True,23,1,True,False,8,8,0.0,0.0,0,149,1,0,False,477,467,True,True,True,4,False,False,0,True,0,False,True,True,0.0,1,0,0,0.010536466,0
2,2,6550.28,7,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,386,403,True,True,True,8,False,False,1,True,0,False,True,True,6550.28,1,1,0,0.0028302989,0
1,1,220907.52,5,4,5,1,101,84,True,True,107,1,True,False,8,8,0.0,0.0,0,149,0,1,False,720,741,False,True,True,0,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0011356123,0
2,2,3309.97,2,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,525,502,False,True,True,6,False,False,1,True,0,False,True,True,0.0,1,1,0,0.018429013,0
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,406,327,True,True,True,0,False,False,2,True,0,False,True,False,0.0,1,1,0,0.011807054,0
0,0,3698.78,2,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,161,162,True,True,True,5,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0014632925,0
1,1,458057.66,7,3,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,407,424,False,True,True,6,False,True,1,True,0,False,True,True,0.0,1,1,1,0.93026644,1
2,2,1815632.13,5,1,3,2,165,165,True,True,165,3,True,True,0,5,1.176916,1.173396,30,125,1,2,True,473,482,True,True,True,7,False,False,0,True,0,False,True,True,0.0,1,1,0,0.07827691,0
2,2,12133.85,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,301,307,True,True,True,6,False,False,2,True,0,False,True,False,12133.85,1,1,0,0.0044348724,0
2,2,1486472.1,6,3,3,2,165,165,True,True,165,3,True,True,4,0,1.618431,1.616814,10,135,0,1,True,475,462,True,True,False,0,False,False,1,True,0,False,True,True,0.0,1,0,0,0.14325371,0
0,0,247881.78,3,3,5,1,50,23,True,True,156,1,True,False,8,8,0.0,0.0,0,149,2,1,True,786,809,True,True,True,5,False,False,2,True,0,False,True,True,0.0,1,0,1,0.9007255,1
1,1,228493.54,3,5,5,0,146,73,True,True,115,0,True,True,3,4,0.819474,0.81743,25,118,2,2,True,377,376,True,True,True,1,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0020739834,0
0,0,7789.53,2,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,583,308,False,True,True,2,False,False,0,True,0,False,True,True,0.0,1,1,0,0.009680492,0
0,0,7105.61,6,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,278,194,False,True,True,2,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0027152218,0
1,1,800.16,5,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,479,497,True,True,True,7,False,False,0,True,0,False,True,False,16042.48,4,1,1,0.831611,1
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,645,671,False,True,True,6,False,False,1,True,0,False,True,False,5099.9,1,1,0,0.016819954,0
1,1,10314.25,6,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,763,762,False,True,True,4,False,False,0,True,0,False,True,True,0.0,1,0,0,0.003995628,0
0,0,20000.0,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,807,802,False,True,True,8,False,False,2,True,0,False,True,False,1109.45,1,1,0,0.0109677,0
2,2,11726.29,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,581,613,False,True,True,5,False,False,1,True,0,False,True,False,23817.52,3,0,0,0.008264724,0
0,0,52499.57,7,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,263,148,False,True,True,3,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0063684965,0
2,2,784354.84,6,1,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,362,373,True,True,True,1,False,False,0,True,0,False,True,True,0.0,1,1,0,0.024818724,0
2,2,4614.72,7,0,5,0,165,165,True,True,165,3,False,False,8,8,0.0,0.0,0,149,0,1,False,131,107,False,True,True,1,False,False,2,True,0,False,True,True,4614.72,1,1,0,0.00014587204,0
2,2,974934.97,4,4,5,0,165,165,True,True,165,3,False,True,3,5,0.210836,0.209787,50,28,2,1,False,352,348,False,True,True,7,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0004621985,0
2,2,2970047.97,1,2,5,0,9,92,True,False,22,0,False,True,6,5,1.703676,1.686808,100,0,1,1,True,395,388,True,False,True,4,False,False,0,True,0,False,True,True,0.0,1,0,0,0.011274177,0
2,2,14114.49,5,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,794,782,False,True,True,6,False,False,0,True,0,False,True,False,28171.3,4,1,0,0.046023928,0
1,1,14004.89,2,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,7,6,False,True,True,3,False,False,0,True,0,False,True,True,14004.89,1,1,0,0.13407244,0
2,2,11886.64,0,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,735,713,False,True,True,0,False,False,1,True,0,False,True,True,0.0,1,0,0,0.009483357,0
0,0,7955.65,6,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,7,7,False,True,True,1,False,False,0,True,0,False,True,True,0.0,1,0,0,0.036992457,0
2,2,241186.56,1,4,5,1,110,151,True,True,150,0,True,False,8,8,0.0,0.0,0,149,0,0,False,426,415,True,True,True,5,False,False,2,True,0,False,True,True,0.0,1,1,1,0.8913215,1
2,2,184762.12,5,1,5,0,126,33,True,True,87,1,True,False,8,8,0.0,0.0,0,149,0,1,False,316,326,False,True,True,4,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0007750028,0
0,0,20000.0,0,4,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,53,28,False,True,True,2,False,True,1,True,0,False,True,False,0.0,1,1,1,0.78971964,1
0,0,8761.34,4,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,357,367,False,True,True,4,False,False,2,True,0,False,True,True,8761.34,1,1,0,0.0021364936,0
2,2,2540583.05,1,2,5,0,165,165,True,True,165,3,False,True,3,2,0.474744,0.470044,100,87,1,2,True,591,668,True,True,True,7,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0029936186,0
0,0,10518.67,0,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,530,551,False,True,True,0,False,False,0,True,0,False,True,True,21163.06,3,0,0,0.0039484496,0
2,2,8186.04,3,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,82,84,False,True,True,8,False,False,0,True,0,False,True,False,8186.04,1,1,0,0.005397239,0
2,2,60581.92,6,3,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,498,473,False,True,True,2,False,True,0,True,0,False,True,True,0.0,1,1,1,0.943336,1
1,1,6962.14,0,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,292,299,False,True,True,5,False,False,0,True,0,False,True,True,0.0,1,1,0,0.02308245,0
0,0,206984.17,3,3,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,572,559,False,True,True,7,False,True,2,True,0,False,True,True,0.0,1,1,0,0.0006111297,0
1,1,415006.7,3,4,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,761,759,True,True,True,4,True,True,1,True,0,False,True,True,0.0,1,0,0,0.0036693488,0
0,0,371452.82,4,5,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,778,780,False,True,True,8,False,False,0,True,0,False,True,True,0.0,1,0,0,0.004499606,0
0,0,1329278.51,0,3,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,766,794,False,True,True,5,False,True,1,True,0,False,True,True,0.0,1,1,0,0.0033088194,0
0,0,12179.55,4,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,505,496,True,True,True,4,False,False,2,True,0,False,True,True,0.0,1,0,0,0.004412813,0
2,2,2280487.85,5,3,3,2,165,165,True,True,165,3,True,True,6,0,0.493561,0.492576,20,61,2,1,False,605,639,False,True,True,4,False,False,2,True,0,False,True,True,0.0,1,0,0,0.0025140715,0
2,2,483060.37,5,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,601,649,False,True,True,1,False,True,2,True,0,False,True,True,0.0,1,1,0,0.05779642,0
1,1,47901.32,3,1,5,0,155,35,True,True,153,0,True,True,2,6,1.452525,1.451799,5,49,2,1,False,496,391,False,True,True,5,False,False,1,True,0,False,True,True,0.0,1,0,1,0.9503818,1
0,0,589050.21,4,6,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,0,False,373,367,True,True,True,8,False,False,1,True,0,False,True,True,0.0,1,0,0,4.6352503e-05,0
0,0,20000.0,0,5,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,482,472,False,True,True,5,False,True,0,True,0,False,True,False,0.0,1,1,0,0.0060518463,0
2,2,1183384.64,4,4,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,715,737,False,True,True,5,False,False,2,True,0,False,True,True,0.0,1,0,0,0.002519734,0
0,0,20000.0,0,4,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,680,641,True,True,True,7,False,True,1,True,0,False,True,False,0.0,1,0,0,0.00016619069,0
0,0,87619.35,3,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,544,436,False,True,True,0,False,False,2,True,0,False,True,True,0.0,1,0,1,0.93608326,1
1,1,5901.96,6,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,0,False,619,651,True,True,True,8,False,False,2,True,0,False,True,True,0.0,1,1,0,0.0009907391,0
2,2,9989080.76,7,6,5,1,139,136,True,True,89,0,True,True,3,0,1.975864,1.97389,10,46,0,0,False,170,174,True,True,True,1,False,False,0,True,0,False,True,True,0.0,1,1,0,0.0072556613,0
1,1,85007.12,7,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,300,306,False,True,True,1,False,False,2,True,0,False,True,False,85007.12,1,1,0,0.0013210494,0
0,0,403826.8,7,3,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,189,168,False,True,True,2,False,True,1,True,0,False,True,True,0.0,1,0,0,0.009539136,0
1,1,1152235.54,7,5,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,540,565,False,True,True,0,False,False,1,True,0,False,True,True,0.0,1,0,0,0.027336845,0
0,0,1159220.68,5,5,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,274,283,False,True,True,6,False,False,1,True,0,False,True,True,0.0,1,1,0,0.0015708116,0
1,1,1184277.66,5,1,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,700,724,False,True,True,6,False,False,2,True,0,False,True,True,0.0,1,0,0,0.0022096017,0
2,2,207519.81,0,5,3,2,165,165,True,True,165,3,True,True,0,5,1.251654,1.239261,100,37,2,1,False,208,114,False,True,True,4,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0032911706,0
2,2,6959.73,2,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,1,False,289,270,False,True,True,4,False,False,1,True,0,False,True,True,0.0,1,0,0,0.0021844192,0
0,0,417366.52,7,6,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,2,2,False,360,372,False,True,True,1,False,True,2,True,0,False,True,True,0.0,1,0,1,0.8732346,1
0,0,7280.35,3,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,439,455,False,True,True,2,False,False,2,True,0,False,True,True,0.0,1,0,0,0.0038583316,0
1,1,1011625.96,0,3,2,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,2,False,311,320,False,True,True,6,True,False,1,True,0,False,True,True,0.0,1,0,0,0.0014478492,0
0,0,15252.72,6,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,15,546,False,True,True,5,False,False,1,True,0,False,True,False,15252.72,1,0,0,0.0075693177,0
0,0,2495597.47,5,5,3,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,1,1,False,598,646,False,True,True,3,False,False,2,True,0,False,True,True,0.0,1,0,0,0.0057326024,0
2,2,8388.32,3,0,1,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,1,False,4,670,False,True,True,8,False,False,1,True,0,False,True,True,0.0,1,0,0,0.008393679,0
1,1,7215.94,5,0,0,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,0,False,659,606,True,True,True,5,False,False,1,True,0,False,True,True,7215.94,1,1,0,0.004118833,0
1,1,1212248.41,6,2,5,0,165,165,False,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,676,636,False,True,True,8,True,False,2,True,0,True,True,True,0.0,1,1,0,0.00024853868,0
0,0,71930.38,7,2,5,0,156,133,True,True,60,2,True,False,8,8,0.0,0.0,0,149,2,1,False,222,199,False,True,True,4,False,False,0,True,0,False,True,True,0.0,1,0,0,0.016425936,0
0,0,79350.62,1,6,4,2,165,165,True,True,165,3,True,False,8,8,0.0,0.0,0,149,0,2,False,652,658,False,True,True,3,False,False,0,True,0,False,True,True,0.0,1,1,1,0.08979657,0
